,location,comment,cm_star,ID,tagging
350,冬仙堂,吃完名店「三味食堂」後走出來隔壁就是這家飲料店，點了「紫蘇冬瓜檸檬」，挺好喝的。紅茶牛奶有特價可惜我明天要體檢不能喝～, 5 顆星 ,761,"茶,  紅茶,  檸檬, "
351,冬仙堂,"冬瓜味滿分.解渴滿分💯
天然糖的氣息超好喝😘
冬瓜紫蘇.檸檬的酸甜好滋味👍", 5 顆星 ,763,"檸檬, "
352,冬仙堂,"小紫蘇檸檬冬瓜的味道還不錯，酸甜適中
古早味奶茶不知道為什麼喝起來有咖啡的味道，比較沒那麼喜歡
店員態度可以再加強會更好", 3 顆星 ,764,"茶,  奶茶,  檸檬, "
353,冬仙堂,"冬仙堂原本是叫冬瓜堂，店在對面鐵皮屋，此次消費原本沒有找到，後來發現在對面三味食堂旁，跟賣松露奶茶的iHere共用店面，兩家的老闆是同一位。
門口有貼個小小的A4宣傳單上有人氣排行6款飲料，當天喝的是第1名的小紫蘇冬瓜檸檬和第2名的艋舺古早奶茶。
店家提供的吸管直徑有0.8公分，除了就口後比較好吸，小紫蘇剛好也可以吸起來。
冬瓜茶是用新鮮冬瓜連皮帶籽手工熬煮，而不是用糖磚，小紫蘇脆脆的像小粉圓，這杯酸酸甜甜的又有口感。
奶茶是用古早味紅茶+奶粉調的，古早味紅茶是用阿薩姆紅茶+蔗糖、決明子和天然香草莢，慈次和口感都好。
奶粉是用的100%進口紐西蘭奶粉，整杯喝起來很滑很厚，非常像泰式奶茶口感。
這兩杯飲料都相當不錯，喝得出來原料用的很好，味道也調味的很有層次，是來萬華除了一般手搖飲的好選擇。", 5 顆星 ,765,"粉圓,  茶,  紅茶,  奶茶,  檸檬, "
354,冬仙堂,"用心熬煮的冬瓜露，古早味的順口，還有小紫蘇檸檬冬瓜，不虧是排行榜第一名，超級清爽好喝！
艋舺紅茶也是不可錯過，用心泡出來的古早味紅茶，一喝就愛上！", 5 顆星 ,766,"茶,  紅茶,  檸檬, "
355,冬仙堂,"印度香料奶茶：微甜中帶著特殊的香料味，喝的到淡淡的肉桂香，熱熱的喝起來溫醇順口，微糖剛剛好喝完一整杯也不會有甜膩感。

法式松露奶茶：入口就能感受到松露和奶茶融合的剛剛好，喝起來有層次感，微糖剛剛好。

朝露烏龍：甘甜清爽，無澀澀的口感，很適合夏天，喜歡。

冬瓜Q凍飲禮盒：有冬瓜露和椰果，口感如愛玉般Q和水潤，適合送禮。", 5 顆星 ,767,"椰果,  愛玉,  茶,  奶茶, "
356,冬仙堂,因為古蹟整修先移到對面去販售，很少看到有無糖冬瓜露，淡淡冬瓜香氣很好喝，不會有一般糖磚冬瓜茶喝完喉嚨酸酸的那種感覺。小紫蘇檸檬口感也很好，值得推薦！, 5 顆星 ,769,"茶,  檸檬, "
357,冬仙堂,"原來真正的冬瓜茶不是只用冬瓜糖磚，還加了新鮮冬瓜連皮帶籽全手工熬煮，耗時費工
我個人最愛鮮奶冬瓜凍凝飲了！
喜歡喝飲料的時候加一點料
愛美又怕胖的朋友一定要喝這杯
裡面的料是含有膳食纖維的健康寒天
口感就像愛玉一樣軟嫩滑溜
冬瓜跟鮮奶的搭配
有冬瓜的香氣，然後整體又不會太甜
不會造成身體太多負擔
三餐老是在外的朋友特別適合這一杯
還可以順便補充一下膳食纖維", 5 顆星 ,770,"愛玉,  寒天,  鮮奶,  茶, "
358,冬仙堂,"奶茶喝起來中規中矩
店內佈置不錯", 4 顆星 ,771,"茶,  奶茶, "
359,冬仙堂,"冬仙堂要點招牌的鮮熬冬瓜露
建議點無糖冬瓜露 $40
每天限量熬煮
和平常喝到的冬瓜茶有很多差別
這裡的喝到來自冬瓜的天然甜味
並非加糖可以做出來的味道
因為是鮮熬的要趕快喝完

另外推介小紫蘇冬瓜檸檬 $50
冬瓜跟檸檬🍋真的超配
酸酸甜甜超！清！新！
加入了小紫蘇更有口感", 5 顆星 ,772,"茶,  檸檬, "
360,冬仙堂,"小紫蘇冬瓜檸檬
漸層很漂亮，小紫蘇增加口感又好吃😋
現熬冬瓜露
竟然可以調甜度的冬瓜茶？", 5 顆星 ,773,"茶,  檸檬, "
361,冬仙堂,"我點的是艋舺古早奶茶，喝起來是奶味比較濃一些的那種口味
店員會很認真的介紹品項，如果不確定喜歡的口味都可以詢問", 4 顆星 ,774,"茶,  奶茶, "
362,冬仙堂,"一個你一定要品嚐的古早艋舺味道，

好喝的冬瓜茶主打划算的親民價格，

限量每日現熬新鮮冬瓜製成的飲料，

想要喝請早點過來買才不會喝不到！

妙妙琳是個茶控，來到這裡簡直是天堂

到西門町不能只是逛街要帶杯茶才過癮。", 5 顆星 ,776,"茶, "
363,冬仙堂,艋舺奶茶喝起來類似早餐店奶茶的味道，但不會有劣質奶精在喉嚨的不適感，喜歡類似口味的可以試試～, 3 顆星 ,777,"茶,  奶茶, "
364,冬仙堂,鍋煮奶茶，現煮搭配自己調配得配方，讓整間小店都充斥著奶茶香。🥰🥰🥰 非常喜歡。, 5 顆星 ,778,"茶,  奶茶, "
365,冬仙堂,"冬仙堂是艋舺地方上有口皆碑的古早茶飲專門店
承襲百年來冬瓜茶飲的傳統製作精神
有著生鮮冬瓜熬煮的鮮熬冬瓜露
更有來自台南糖磚所煮出來的府城糖磚冬瓜茶！
各有各的愛好者與擁護者", 5 顆星 ,779,"茶, "
366,Tea Water 茶水格格 西門店,"奶蓋紅的奶蓋沒有味道，太固體很像奶酪飄在紅茶上，跟茶味無法融入，今天的茶剛好又是澀的，所以整體喝起來不是好喝的。
阿里山鮮奶綠的茶很像茶米茶，已經加奶了喝起來還是很澀……", 2 顆星 ,780,"奶蓋,  奶蓋,  鮮奶,  茶,  紅茶, "
367,Tea Water 茶水格格 西門店,"☆一家連鎖手搖飲料店！
點了喜歡喝的水果茶，用實際水果料，還不錯喝……
服務人員態度蠻親切的。
有行動支付linepay", 4 顆星 ,781,"茶,  水果, "
368,Tea Water 茶水格格 西門店,波本香草奶蓋綠還是會有點奶油的膩感，但和茶混合後又比一般奶蓋更清爽的感覺，奶蓋本身沒有什麼甜味，有淡淡的香草尾韻，微糖甜度不會太甜、茶也不會很澀，剛剛好地不錯👌🏼熱帶水果茶主要百香、金佶和柳橙的味道比較明顯，最低微糖，甜度還可以接受。, 4 顆星 ,782,"奶蓋,  奶蓋,  茶,  水果, "
369,Tea Water 茶水格格 西門店,商品種類很多樣，女服務員很親切介紹，並主動告知有優惠活動，出餐快速準確，茶點的品質良好，無糖茶沒有苦澀的感覺，有著淡淡的回甘, 5 顆星 ,783,"茶, "
370,Tea Water 茶水格格 西門店,推薦阿里山高山奶綠，第一口喝起來口感很特別，風格屬於茶味重，有種現泡的口感，很厲害，不過由於本身喜歡奶味重，這杯喝不太出奶味，所以給三星。, 3 顆星 ,784,"茶, "
371,Tea Water 茶水格格 西門店,"店面乾淨整齊，店員都很客氣
以前都是點芝士奶蓋正常甜，甜得很剛好會把鮮奶油和cheese的風味帶著很平衡非常好喝

今天喝了蕃茄梅子半糖，喝起來非常清爽而且用均質機打得非常細緻，喝起來不會有討厭的顆粒感
夏天喝一杯真的非常舒服🕶️

飲料杯子跟嘴巴位置設計很方邊就口飲料", 5 顆星 ,785,"奶蓋,  奶蓋,  鮮奶, "
372,Tea Water 茶水格格 西門店,波本香草奶蓋綠茶是目前新北+台北奶蓋最高&最厚實（超過3公分厚）的奶蓋茶。, 5 顆星 ,786,"奶蓋,  奶蓋,  茶,  綠茶, "
373,Tea Water 茶水格格 西門店,"今天點的是無糖少冰的文山青茶，本來以為這家店主打奶蓋和水果茶，純飲茶的表現會比較平庸清淡，沒想到茶香濃厚韻味十足，同時卻又不會有苦澀感，讓人忍不住一喝再喝，喝完也不會再有口渴的感覺，可見店員泡茶的技術真的很好，而且在西門町，一杯35元也不算太貴，算是性價比很合理的一家店
最重要的是店員妹妹的態度很好，而且長的很可愛，喜歡短髮的紳士可以多來捧場", 5 顆星 ,787,"奶蓋,  奶蓋,  茶,  水果, "
374,Tea Water 茶水格格 西門店,"這間的奶蓋真的很厲害，非常之厲害的那種
強押過其他間的，如果很愛奶蓋的，必點！

朋友剛好是供應這間奶蓋的乳源商，非常的靠譜，可見這間飲料店是真的砸重本的那種在研發奶蓋！

不過這間的奶蓋是很厚重，奶味濃的，所以如果不是愛這種的，可能就不是這麼對胃，但是我非常的推，可以來試試看！", 5 顆星 ,788,"奶蓋,  奶蓋, "
375,Tea Water 茶水格格 西門店,"店員親切有活力，女的都很漂亮，男的也很帥氣。

我幾乎每天來買一杯飲料，能讓一天上班煩躁的心情舒緩。

⭐大力推：波本香草奶蓋紅
鮮奶油及昂貴香草籽混合調製而成的奶蓋，搭配上紅茶，手拿飲料杯從杯口飲入。先感受到奶蓋的香甜，後有紅茶香韻，在嘴裡混合成另一種滋味。如此味道是這邊每個客人經過都必點的招牌，不管從何而來經過，一定要點此飲，不會後悔！！

首推：阿里山鮮奶綠
阿里山茶味道清香濃厚不澀，融入小農鮮奶，香醇的味道刺激味蕾。適合想喝清新口味，不希望味道太重的朋友。

次推：魚池紅茶
魚池紅茶特有的味道，即使無糖也能夠喝到紅茶的層次感，缺點是每日限量，常常要來買都沒了。若您是紅茶老饕，這肯定是您的首選。

再推：熱帶水果茶
運用新鮮鳳梨熬煮的糖漿，搭配上每日新鮮的五種水果及清香綠茶。不僅味道甜美，更能喝到健康。夏天一杯清涼解渴，即使入冬或像最近天氣冷熱不定，也能夠選用溫飲。", 5 顆星 ,789,"奶蓋,  奶蓋,  鮮奶,  茶,  紅茶,  綠茶,  水果, "
376,Tea Water 茶水格格 西門店,"菜單跟實際收費不一樣….
點了四杯青茶加上珍珠阿里山鮮奶綠，其中一杯是活動加購價10塊，店員收190，我怎麼算都是185…..當下跟店員反應，店員還是堅持沒收錯….", 1 顆星 ,790,"珍珠,  鮮奶,  茶, "
377,Tea Water 茶水格格 西門店,毛峰綠茶喝起來就是天仁茉莉綠茶的味道，一斤一百多，喝起來還很澀很澀，真的很不可以, 1 顆星 ,792,"茶,  綠茶, "
378,Tea Water 茶水格格 西門店,建議把珍珠奶綠改名成珍珠奶水，完全沒有牛奶的味道只有滿滿澀味的珍奶, 1 顆星 ,794,"珍珠, "
379,Tea Water 茶水格格 西門店,推薦水果茶，味道很自然又有豐富的水果料。動線較不佳，裡頭店員不易發覺看外頭櫃檯有客人, 4 顆星 ,795,"茶,  水果, "
380,Tea Water 茶水格格 西門店,"▫️法式檸檬奶蓋紅×很像像在吃檸檬派的感覺 很香
▫️鐵塔起士奶蓋紅×鹹甜鹹甜的起司味搭配綿密濃郁紅茶
▫️波本香草奶蓋綠×濃郁奶蓋加入香草莢 綠茶搭配八分糖剛剛好👍🏻
▫️牛奶糖奶蓋+珍珠×季節限定 榮登第一名🏆牛奶糖味不會太重不死甜
▫️熱帶水果茶×水果味很真材食料但建議五分糖
▫️翡翠奇異果×滿滿的小紫蘇配奇異果 這款建議點全糖 因為八分糖還是蠻酸😂
(但如果平常是喝酸的八分糖就剛好)
⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀⠀⠀⠀⠀
🔅招牌是奶蓋系列&水果茶，第一次喝店員建議是正常甜或是八分糖
奶蓋若半糖以下會比較淡，水果茶半糖以下無另外加糖是加自家熬煮的鳳梨醬去提味
奶蓋、鮮奶類加珍珠是不加價💖好佛心🥺

和同事們選擇了一間目前分店不算多的手搖飲來嚐鮮，同事們平常都喝3~5分糖，這次奶蓋系列飲品8分糖都覺得很剛好，噢對了 它奶蓋給的超！級！阿莎力😍😍不誇張欸給了快半杯的奶蓋 鵝且奶蓋豪豪吃🤤🤤🤤

📢如果照片跑不出來 可以點↑↑上方我的頭像裡查看
也可以follow me→IG🔎aug6.yo", 5 顆星 ,796,"珍珠,  奶蓋,  奶蓋,  鮮奶,  茶,  紅茶,  綠茶,  檸檬,  水果, "
381,Tea Water 茶水格格 西門店,第一口奶蓋紅茶加珍珠還不賴，不過放久奶會凝固味道有點變，因此建議提早喝完囉！店員人蠻好的，親切笑容可掬，不錯👍, 5 顆星 ,799,"珍珠,  奶蓋,  奶蓋,  茶,  紅茶, "
382,163 Lane,"2022/02/22

本來想喝喝看黑白配或是看起來很酷的橘色炸彈，但只有冰的，最後屈服於天氣點了40元的溫波霸奶茶，便宜，口味的話就一般的珍奶。

店員滿親切的，改天天氣暖和點再試試那兩個xd

0308更：喝了橘色炸彈，滿喜歡的！不過突然之間就漲五塊了😢", 4 顆星 ,800,"波霸,  茶,  奶茶, "
383,163 Lane,"黑糖波霸撞奶：⭐️⭐️⭐️⭐️⭐️
黑糖味濃郁，牛奶份量很實在，喜愛濃厚奶香一定要點。粉圓Q彈，正常甜不會太甜，但是喝起來很濃郁。

波霸奶茶:⭐️⭐️⭐️⭐️
喝得到茶香氣搭配奶香，奶香不算濃郁，不過還不錯喝，吃得到粉圓熬煮的香氣，不過蠻Q彈的，是好吃但不耐吃。", 5 顆星 ,801,"粉圓,  波霸,  茶,  奶茶, "
384,163 Lane,"2021.12.11 = ★★★★☆
◉推薦：黑糖珍珠奶茶。
◉簡評：便宜價格，奶茶跟黑糖珍珠都不含糊，算是值回票價了。😋
＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝
吃完豬腳，特別想喝點甜甜的飲品。今天來到【163 Lane】，看一下菜單，沒一般的珍奶?? 跟店家指名要黑糖珍珠奶茶，價格還挺親民的。看到店家還很認真的手搖，品質應當不錯。

☑黑糖珍珠奶茶💰45  = 半糖，去冰；入口，口感中等厚實，奶精味不過分厚重，茶風味明顯而無苦澀感；珍珠部分，唉唷，Q彈有咬感，內部有煮透，有認真；咀嚼時，黑糖那種微酸的味道會一直跑出來，不錯。5分，45元有這種品質，不錯了。", 4 顆星 ,802,"珍珠,  茶,  奶茶, "
385,163 Lane,超級推他們家的蜂蜜綠茶，另外還有冬瓜清茶，真的是好喝到靠北，比某些連鎖店來的經濟實惠多了，值得一買再買～, 5 顆星 ,803,"茶,  綠茶, "
386,163 Lane,路過以前學校看到163Lane 來杯黑糖珍珠鮮奶 真的好喝, 5 顆星 ,805,"珍珠,  鮮奶, "
387,163 Lane,"身為一個血液裡面流著手搖杯的台灣人，
他們家的黑糖波霸撞奶是難得讓人驚艷的產品，
除了漂亮之外黑糖跟鮮奶非常的合，
口感滑順又不膩口，波霸大顆有嚼勁，上面的奶泡必推！！先吃一口奶泡再攪入飲料，特別香醇濃郁。
我可能會為了再喝一杯而特別跑過去買！！", 5 顆星 ,807,"波霸,  鮮奶, "
388,163 Lane,"黑糖的味道非常優,珍珠軟硬適中,喝起來很順口,甜而不膩。", 5 顆星 ,812,"珍珠, "
389,163 Lane,五分鐘喝完黑糖珍珠鮮奶，大熱天喝不口渴很清爽，老闆心情愉悅可能會加碼唱歌。, 5 顆星 ,815,"珍珠,  鮮奶, "
390,163 Lane,沒有一種飲料會雷的飲料店，珍珠QQ的超好吃，飲料還很便宜，CP值很高～, 5 顆星 ,816,"珍珠, "
391,163 Lane,飲料相當多樣且能客製，常去拜訪的店家。推薦黑糖珍珠鮮奶以及草莓飲品。, 5 顆星 ,817,"珍珠,  鮮奶, "
392,163 Lane,"好喝cp值高的茶~
期間限定的草莓", 5 顆星 ,818,"茶, "
393,50嵐 小南門店,店員親切，服務快速，泡的茶也很好喝，有專業的提醒加料的飲料喝之前要搖一下, 5 顆星 ,823,"茶, "
394,50嵐 小南門店,"50嵐中喝過最好吃的波霸就是這家,軟硬適中，甜度也有", 5 顆星 ,829,"波霸, "
395,50嵐 小南門店,店員親切 貼心用心 泡茶速度快等待時間不會太久 茶也好喝 五十嵐就是讚！, 5 顆星 ,834,"茶, "
396,50嵐 小南門店,"沒珍珠就不要開店好嗎：）

沒有就去煮啊，什麼叫做就沒有了？？？", 1 顆星 ,835,"珍珠, "
